"V1","V2","V3","V4","V5"
-0.464983585290611,0.859486411791295,-0.266946841496974,0.347595626488328,0.191139169503003
-0.562709430232644,0.80187854077667,0.482786050066352,0.383089541457593,0.888756475877017
0.0335936727933586,0.501764375716448,0.867012499831617,0.490457919426262,-0.742684694007039
-0.462098815944046,0.353137544821948,0.346419899724424,-0.751876258756965,0.0494037778116763
-0.637663345318288,0.296026891563088,0.40271421475336,-0.69765642657876,0.863751416094601
0.0371522749774158,-0.853506260551512,0.695250815711915,-0.645138749387115,-0.116035867482424
0.125565871596336,-0.152883163187653,0.412313309963793,-0.982261064462364,-0.196056773420423
-0.741686291061342,0.061648728325963,0.717615519184619,0.267577286344022,-0.268954999279231
-0.48726479196921,0.885409524664283,-0.108711017761379,-0.254498229827732,0.145659954752773
0.435870551969856,0.42444911878556,0.353269984014332,-0.444559901952744,-0.787665198091418
0.922819872852415,0.448981150984764,-0.744350434746593,-0.654982998501509,0.314427664037794
-0.799718306865543,-0.059742764569819,0.472343070432544,-0.592577717266977,0.600958315655589
0.526445379015058,-0.759435488376766,-0.865509703289717,-0.556258236523718,-0.679837721865624
0.895932709332556,0.56619534175843,-0.4383998606354,-0.493136990815401,-0.00170038733631372
0.637269376777112,-0.123685205820948,-0.176764632575214,-0.659804621245712,-0.722268454264849
-0.383415338583291,-0.137088040355593,0.886849994305521,0.843353528063744,0.377196420449764
0.299158920999616,-0.945004242006689,0.95468506636098,-0.309373083058745,-0.0387161471880972
0.906710902228951,-0.706876314245164,-0.922266829758883,-0.829781581647694,-0.58437425037846
0.907465300057083,-0.154809684026986,0.175455554388463,-0.244364389684051,0.435442671179771
-0.320041593164206,0.534274348523468,-0.939976645633578,0.0866870391182601,-0.333157857414335
-0.475051779765636,-0.990467109251767,0.130562416743487,0.574021852109581,0.0588547680526972
-0.669092133641243,0.207191383000463,-0.803545538336039,-0.359372944571078,0.186997497454286
-0.35566388675943,0.811154521070421,0.260581577196717,0.676077036652714,0.51977802393958
0.0202504131011665,0.413323063869029,0.637003669049591,0.996940970420837,-0.920608181040734
0.847936942707747,-0.474925681483001,-0.299916673917323,-0.573114015161991,0.262359904590994
0.0219193967059255,0.702152438927442,-0.732032650150359,-0.125407017301768,-0.659300389233977
-0.484757478348911,-0.332788969855756,-0.838113243225962,-0.242540007457137,0.414513171650469
-0.907078226096928,0.156568535137922,-0.299113371409476,0.931153417099267,-0.470555450767279
-0.16428748331964,-0.134453739505261,0.992543569300324,0.282233004458249,-0.839355108793825
0.708003004547209,-0.896809353958815,0.0659376215189695,0.612270667683333,0.42641453910619
-0.305538644548506,0.459606575779617,-0.328205239027739,0.838124377653003,0.501628244295716
-0.737115358933806,0.0963408285751939,-0.371530713047832,-0.88275510398671,-0.659548948984593
-0.251026270911098,0.50244397111237,-0.23475587926805,-0.0447142887860537,-0.570355680771172
0.262840456794947,-0.898457670584321,-0.962907184381038,0.393765576649457,-0.726289419922978
-0.21984213264659,0.429932424798608,-0.926921766251326,-0.910656981170177,-0.358590425923467
0.379255697596818,-0.404611086472869,0.757026588078588,0.513708633836359,0.31930662645027
0.378826824948192,-0.433045580517501,-0.195871952455491,0.183347449637949,-0.0835067932493985
0.109801246318966,0.659754254855216,-0.0612378516234457,0.0202809260226786,-0.55643232120201
-0.140751184429973,-0.827209249604493,-0.195326979737729,-0.0947964671067894,-0.900616768747568
-0.0945598743855953,-0.914685762021691,0.404180204961449,-0.94903606781736,0.685934990644455
-0.387113482225686,-0.302518382202834,-0.201671069487929,0.923687218688428,-0.0792880463413894
0.156707888003439,0.0846720202825963,0.00391664542257786,0.975254879333079,-0.910661872010678
0.820740608498454,0.218921727035195,-0.926052498631179,0.268719116225839,-0.339959780219942
-0.714791835751384,-0.457255803048611,-0.404048530384898,-0.148917306214571,-0.299035953357816
-0.169904749374837,-0.589538136031479,0.925683963578194,-0.466748189646751,-0.527558002620935
-0.578148498665541,-0.236735703423619,0.870193809270859,-0.838861024007201,-0.581354347523302
-0.142499258276075,-0.0548837692476809,0.922198354732245,-0.339716873131692,-0.420830062124878
-0.734620049595833,0.671035899780691,0.58519072830677,0.788100205827504,-0.40033991355449
-0.0798071082681417,-0.757057007402182,0.509554385673255,-0.386649603024125,0.787048007827252
0.885914118494838,0.35161624988541,-0.868066739756614,-0.19515231763944,0.525321258231997
0.523947723209858,-0.00662956014275551,-0.728990441653877,0.147582795005292,-0.79194126278162
0.865819657687098,0.80447549559176,-0.752801248803735,0.193976768758148,0.517339096870273
-0.0586430048570037,0.102527933660895,0.525087721645832,0.140034275129437,-0.170532428659499
0.207176135387272,-0.742870646994561,0.806931431870908,-0.563857424072921,-0.557928646914661
-0.0300206388346851,-0.115980428643525,-0.194681819528341,0.640253488905728,-0.986562600359321
-0.78238736698404,-0.615404607262462,-0.634873984381557,-0.926688438281417,-0.939498914871365
-0.504546334035695,-0.130198755767196,-0.25086956191808,0.251165629830211,-0.49979632627219
-0.00297093857079744,-0.549733194056898,0.0124173546209931,-0.133042123634368,-0.559010041411966
-0.254266583826393,0.922192564234138,0.827005357947201,-0.28614772297442,-0.383838016539812
0.869382740464061,-0.103145069908351,-0.846709637902677,0.547335280105472,0.81778516760096
0.0479721557348967,0.554289970546961,-0.780508952215314,-0.65309590427205,0.87700554728508
-0.365710656624287,-0.683560451027006,0.508534444961697,-0.0135820535942912,-0.0161907901056111
-0.444067941047251,0.733617165125906,-0.390802448615432,0.474377817008644,-0.663959467317909
0.575081015471369,-0.587708788458258,0.4476193129085,0.0220020455308259,-0.622210893779993
0.404925025068223,-0.644100633915514,-0.535339942201972,-0.0498261679895222,-0.616889556869864
-0.669944722671062,-0.67021770728752,-0.213082266040146,0.175799881108105,0.00696387607604265
-0.871084922458977,0.130537954624742,0.0157587938010693,0.145074758678675,-0.837775692343712
0.509411243256181,0.454362042248249,0.879833730868995,0.309835481457412,0.589393101166934
0.240820066072047,0.75183797813952,-0.884249658789486,0.730251111555845,0.142694460228086
-0.660846466664225,0.4168487675488,-0.390468590892851,-0.206307248212397,0.937859214376658
-0.875571895390749,-0.0450735781341791,-0.518151911906898,0.920232311356813,0.7515375376679
-0.78194146277383,0.640559987165034,-0.229593129828572,-0.238245489541441,0.411706320010126
-0.236567296553403,-0.966775578446686,0.525966711342335,-0.659823440015316,-0.769290644675493
-0.661378170829266,0.992222202476114,0.729293997399509,-0.536790242884308,-0.678015305195004
-0.402694915886968,0.269789671525359,0.358222430106252,0.89984041871503,-0.329691330902278
-0.615580929908901,-0.14304923824966,0.353525410871953,-0.832983684726059,0.977218370884657
-0.485659957397729,-0.943214134313166,-0.669894961174577,-0.613911968190223,0.82815788500011
-0.637536354362965,0.506665401160717,0.60573485866189,-0.850609409622848,0.0701943603344262
-0.0453725806437433,-0.58273204928264,0.423986862879246,0.210032016038895,-0.506212614942342
0.541474085766822,0.998910810332745,0.857406178023666,-0.568314207252115,0.844693636056036
-0.944425755180418,0.814498386345804,-0.985010790172964,0.175974521320313,0.506979234050959
0.0546215539798141,0.424930063541979,0.192663306836039,-0.542204793542624,0.807014626916498
0.760638137813658,0.461865767836571,-0.266508638393134,-0.218149641528726,0.303096312098205
-0.253873256035149,-0.055024157743901,0.483934310730547,-0.304188173264265,-0.95844167470932
-0.904081736691296,0.72502137394622,0.524174781050533,0.836758804973215,-0.808241944760084
-0.722743506543338,-0.669169755186886,-0.478554081637412,-0.775921752676368,0.899173928424716
-0.357015759218484,0.240855851210654,-0.490128237288445,-0.490047712810338,0.776353177148849
-0.690336777362972,-0.415337210055441,0.357681619934738,-0.626751860138029,-0.0875320173799992
-0.735543655697256,-0.0877165324054658,-0.0290386751294136,0.491087045986205,0.573487721849233
-0.557388144545257,-0.90872158203274,-0.242830939590931,0.865937564522028,-0.597946486435831
-0.54723840765655,-0.644676495809108,-0.888904034625739,-0.0105762123130262,-0.374593598768115
-0.73716693231836,-0.884135864209384,0.798051796853542,0.289987362455577,0.0595236187800765
0.963126920629293,0.888820467051119,0.603446627501398,-0.64839482633397,-0.634001125581563
-0.345972546376288,-0.314513051416725,-0.037973899859935,0.205989292357117,0.064811282325536
0.0138789941556752,0.0359011413529515,-0.935742481611669,0.775515331886709,-0.303772828541696
0.362885029520839,0.250490670558065,0.0240136245265603,-0.0195811912417412,0.0204963237047195
-0.801661793608218,-0.525470292661339,-0.253797455690801,-0.963232854846865,0.584391372743994
-0.762194883543998,0.0322478287853301,-0.00285663036629558,-0.641218415461481,-0.117578897625208
-0.899120680987835,0.613083655480295,-0.201468526385725,-0.40121772326529,-0.427415512036532
0.858507839497179,-0.303470531012863,-0.958106110803783,-0.446071877609938,0.867120645474643
0.347424465697259,0.717374905943871,0.0485780569724739,-0.876781151164323,-0.939097870606929
-0.810284289065748,-0.931122477632016,-0.679202300496399,-0.289357304573059,0.697971201501787
-0.0148077583871782,0.941994291730225,-0.589771529659629,0.154075508005917,-0.113634560722858
-0.0768963187001646,0.490220272447914,0.950453431345522,0.0700631169602275,0.264150466769934
-0.249566938262433,-0.453489516396075,0.932709750253707,0.208545660600066,0.559828714001924
0.982198439072818,0.354212203063071,0.520140644628555,-0.0277020432986319,-0.439052174333483
-0.647298572584987,-0.304105063900352,-0.847258935682476,-0.736746863927692,-0.753591886721551
0.626870417036116,0.894041043240577,0.0316477520391345,0.929140097461641,0.78686637384817
-0.863106725737453,-0.322752450127155,0.200610389001667,0.484923152718693,-0.188053396064788
-0.199100506491959,-0.936573592014611,-0.125951818190515,-0.26632123067975,0.510216461028904
-0.717711348552257,-0.29282840481028,-0.996715477667749,-0.698349410202354,-0.778365475125611
-0.613380275201052,-0.225752824451774,-0.128896963782609,-0.54612065339461,-0.323381372727454
0.682703433558345,-0.286105679813772,0.00192753784358501,0.490233617834747,0.0929863820783794
0.439827976748347,0.919937212020159,0.339209412224591,-0.898815244436264,-0.375735906418413
-0.465575833804905,-0.232523590326309,0.389714213553816,0.187986593693495,-0.105410885997117
-0.00999671034514904,0.0926752421073616,0.565020628739148,-0.693498703185469,-0.191437857225537
-0.83377220435068,0.850646951701492,-0.721954308915883,0.525561450049281,-0.0268714781850576
-0.292231518775225,0.833719054237008,-0.673508645500988,0.990562129765749,-0.121663929428905
0.938417610712349,-0.51453401427716,0.519085820298642,-0.652003778610379,-0.466272745747119
0.249428379349411,0.43418167764321,-0.112592765130103,0.238261645194143,0.30375567311421
0.32923649949953,-0.302107928320765,0.259337660856545,0.0759663479402661,-0.521901053842157
-0.375020687002689,0.108566701412201,-0.790974279399961,0.636516524478793,0.626631245482713
-0.18862077454105,0.485944826155901,0.671097794547677,-0.356506185606122,0.616489006672055
0.992154743056744,0.639396637212485,-0.332101276144385,0.164653873536736,0.178089495748281
0.710164712741971,0.739314530044794,-0.600961622782052,-0.858135241083801,0.0837337193079293
0.907096792012453,-0.928269731346518,0.389090952929109,0.141288026235998,-0.906904777511954
0.624610184691846,-0.559951193165034,-0.668242474552244,0.12135450122878,-0.148288618773222
0.564364231657237,-0.266053580678999,-0.85207219235599,-0.131658121012151,0.281279642600566
-0.464243742171675,-0.388607115950435,-0.923527623061091,0.92389757046476,-0.998687304090708
0.524303059093654,0.455660915002227,0.692040433175862,0.422543368767947,0.732776721008122
0.972623178269714,0.399457532446831,-0.252903605345637,-0.483060935977846,-0.797909658867866
-0.412788901943713,0.820121853612363,0.761421394534409,0.85135507537052,-0.80852051731199
-0.201297786086798,0.691205219365656,-0.819364455062896,-0.158376673702151,0.554480742197484
0.624263047706336,0.557089280337095,-0.00818517757579684,0.632601491175592,-0.94097717711702
-0.845696661621332,-0.198313143569976,0.508645472116768,0.50933009525761,-0.315856239292771
-0.272606380283833,0.153609317727387,0.211781626101583,-0.175713391043246,0.572631747927517
-0.114815065637231,-0.847281107679009,0.0568255931138992,0.0288336640223861,-0.773074948694557
-0.686571734957397,0.745949701406062,0.82041336549446,0.0845694369636476,-0.299494485836476
0.164410540368408,0.912571471184492,0.97145780781284,0.948048608377576,-0.339572236407548
0.940324357710779,0.0110621596686542,-0.440514876041561,-0.852724090218544,0.393353339284658
0.97899966686964,0.848732727579772,-0.753016610629857,0.53900761064142,-0.292771395295858
-0.647095927037299,-0.730972934514284,-0.651241912040859,0.745109818410128,-0.18764186417684
0.0842608488164842,-0.522525993641466,0.762670509517193,0.979731169063598,-0.383940202649683
-0.231392215937376,-0.020074755884707,-0.750743455719203,0.930295288097113,0.918405869044363
0.352328101638705,-0.0518798064440489,-0.402062190696597,0.272842637263238,0.380537705495954
-0.46141244051978,-0.130011681932956,-0.670530720148236,-0.869221412111074,0.771479022689164
-0.0614981153048575,-0.921502079814672,-0.854780911002308,-0.743170490022749,0.871710279025137
-0.656399835366756,0.288662030361593,-0.523172035813332,-0.0144304390996695,0.488159803207964
-0.261621075216681,0.431134400423616,0.433333210647106,0.326489720493555,0.676892313640565
0.450810545124114,-0.296666557434946,0.290041983593255,-0.621242572553456,0.598713567014784
-0.0277017913758755,0.893113497644663,-0.84825006686151,-0.644803213421255,0.787280584685504
-0.872395066544414,0.4862130144611,-0.654582155868411,-0.768879348877817,0.662274005822837
0.569092459976673,-0.898428159300238,-0.708659284282476,-0.686095199547708,-0.258499797433615
-0.163356728386134,0.96072956174612,-0.216197631321847,0.714821699075401,0.743959531653672
0.962036169599742,-0.564355094917119,-0.536509801167995,-0.150278936605901,0.6015231939964
-0.434232088271528,-0.927607995923609,0.122759645804763,0.756683342158794,-0.645430912729353
0.695764299016446,-0.478592269122601,0.167040373198688,0.64965312788263,-0.673444614280015
-0.835521538276225,0.440831571817398,-0.802481323480606,0.957639233674854,0.888978210743517
0.772917501162738,-0.504211637657136,-0.68216691724956,0.269086031708866,-0.110724797006696
-0.0561385382898152,-0.530168416909873,0.844130808021873,0.38304655207321,-0.843214819673449
-0.781798073090613,-0.957976314239204,0.718899438157678,0.584366678725928,0.971143248490989
-0.333444030955434,-0.470758744515479,0.814397506881505,-0.931658708956093,-0.968323563225567
0.674833138473332,0.383603238966316,-0.769462087191641,0.639987362083048,-0.0102349859662354
-0.446300316601992,-0.930661217775196,-0.928921531885862,0.375272325240076,-0.146747511345893
0.174070282839239,-0.874427740927786,0.171508775092661,-0.136446216143668,-0.239869132637978
0.673464539460838,-0.204587816260755,-0.371663470286876,-0.512248426210135,0.473888766486198
-0.85769195202738,-0.0199431502260268,0.113778548315167,-0.983704593963921,-0.440923295449466
0.405557486694306,0.26209749514237,-0.291009169071913,-0.157787713222206,0.312567743938416
0.397649074438959,0.446808624546975,-0.713463376741856,0.573913815896958,0.559452205430716
-0.0720752379857004,-0.846468415111303,0.134270925540477,0.191184245515615,0.444105011411011
-0.126137779094279,-0.157107838895172,-0.331802684348077,0.969926117453724,0.964812088757753
0.124353575520217,0.947453371714801,-0.759197618812323,0.0560869118198752,0.0866454341448843
0.856966452673078,0.627611566800624,-0.488291351590306,0.0465568355284631,0.319775677286088
-0.539067171514034,-0.552464554086328,-0.293229367118329,0.572889609728009,-0.449921277351677
-0.556372491177171,-0.0205153883434832,0.662639858666807,-0.824555181432515,-0.206111750565469
-0.159568213392049,-0.977319614030421,0.566447833087295,-0.487776038702577,0.118369157426059
-0.332958388607949,-0.482795406132936,0.880304414778948,-0.286791759543121,0.961900590918958
0.72961510065943,-0.0908024562522769,0.678398063406348,-0.50188908400014,0.929933552164584
-0.645610928535461,0.481953376438469,-0.702029961626977,-0.64996302453801,-0.563920263200998
-0.0133625427260995,0.981320023536682,0.181352170184255,0.145844161510468,-0.213658260647207
-0.140573266427964,-0.335590107832104,0.647925201337785,-0.0332137034274638,0.742168967612088
0.12852768599987,0.889582810923457,0.263770730700344,0.619897938333452,0.3831777269952
0.312324631027877,0.92370683979243,-0.0601400770246983,0.50103046791628,-0.326496926136315
0.95710812555626,0.798554999288172,-0.482518192846328,-0.305112404748797,0.38096334785223
-0.535677703097463,-0.0145683297887444,-0.950839298311621,0.613748968578875,-0.693099515512586
-0.518376807682216,0.569870955776423,-0.342383744660765,-0.49647154379636,0.780797615181655
0.593672167975456,0.606238094158471,-0.550293031148612,0.185927107930183,0.776892057619989
0.663343430031091,0.35553524736315,0.754663678817451,-0.687568533234298,-0.723993305116892
-0.772984587121755,0.162555157206953,0.355308401398361,-0.649680696893483,-0.928101568017155
0.926624032668769,-0.338663825299591,0.0518666072748601,-0.547245398163795,-0.289965700358152
-0.705354200676084,-0.997370686847717,0.115373327862471,0.583926504012197,-0.242107843514532
-0.712746114470065,-0.868396071717143,-0.505056653171778,-0.223247040528804,0.22955339634791
0.850459870416671,-0.828096165321767,-0.985406458377838,0.822444065008312,0.0123788812197745
0.0140712051652372,-0.973780566360801,0.897812870331109,-0.756305897608399,-0.324089733883739
-0.690297965891659,-0.32850875146687,0.438300277106464,0.975670313928276,-0.341740693897009
-0.303395895753056,-0.761471366975456,-0.441350910812616,0.51057584118098,0.146594076883048
0.319642051588744,0.187190890777856,0.487565712071955,-0.378448332194239,-0.898579912725836
-0.376455251127481,-0.925374648533762,0.741496801842004,-0.960269283968955,-0.19807402510196
-0.296853181440383,-0.980856416281313,-0.239259749650955,0.364566122647375,-0.478737912606448
-0.704308586195111,-0.676807748153806,0.438895031809807,-0.122527866624296,-0.662600632291287
0.317755218129605,0.663797976449132,-0.520786579232663,0.767401410732418,-0.880537988618016
-0.629860070999712,0.533685508649796,0.295529748313129,-0.85151242883876,-0.89483572775498
0.908756273798645,-0.454439367167652,0.951341521460563,-0.0926608880981803,0.945540495682508
0.795696984045208,-0.623673402238637,-0.244002384133637,0.776072541251779,0.589215180370957
0.887394108809531,-0.548476330470294,-0.0717117427848279,0.400318483356386,-0.936664596665651
0.44738150248304,-0.876059264875948,0.624592591542751,-0.390768777579069,0.0865696100518107
-0.259285868145525,-0.880199518054724,-0.0111837736330926,0.169781604781747,-0.964805933181196
0.562035080511123,-0.703688259236515,-0.899381954688579,0.740907540079206,0.55333979614079
-0.977700982708484,-0.854024228174239,-0.738756518810987,-0.10695288144052,0.514602986630052
0.880617424380034,-0.914228216279298,-0.677123367786407,-0.325253920629621,-0.978903706651181
0.987498452421278,0.0449225446209311,-0.821093680337071,0.133817217312753,0.635828163940459
-0.285188509617001,0.578462978824973,-0.19277182361111,-0.168470036704093,0.712691753171384
0.495270126964897,0.38950669625774,-0.872280264273286,0.66532132960856,-0.155380604788661
0.585818047635257,-0.86684790533036,0.124011844862252,-0.692584823817015,0.26859141048044
0.41171801276505,-0.964084506966174,-0.326951784081757,0.317298086360097,-0.163849948905408
-0.0483499225229025,-0.115683153271675,0.081284562125802,-0.997946362011135,-0.350671299733222
-0.0106909479945898,-0.684795833658427,0.82646244391799,-0.359098142944276,0.531574451830238
-0.383895102422684,0.437720231711864,-0.22623848170042,0.900265761185437,0.409311026334763
0.390024492517114,0.407883665058762,0.92053432809189,-0.97489498089999,0.838102714158595
0.645586611237377,0.770452609751374,-0.230626817326993,-0.841818469110876,0.220273102633655
-0.13056471850723,-0.349477969575673,0.883203958626837,-0.573423258960247,-0.888290279079229
0.0294653056189418,0.941763133276254,0.361271314322948,0.989686517976224,0.472304270137101
0.326021935325116,0.969640532508492,0.805284707341343,-0.0159208248369396,0.807935836724937
-0.713666826952249,-0.921630564611405,-0.492405868601054,0.255268236156553,0.403629759792238
-0.311025212518871,0.787142576184124,-0.187805741094053,-0.988077329937369,0.1553990165703
-0.188472835347056,0.644798302557319,-0.971502772998065,-0.428292002528906,0.131678502075374
-0.829377988353372,0.448489385657012,-0.77910441160202,0.972960834391415,-0.265648988075554
0.865143856499344,-0.422159724403173,0.00307558383792639,0.515384649857879,0.113843419123441
0.676768133416772,0.00389720918610692,-0.256946703884751,-0.863450018223375,0.794180339667946
0.758866592310369,-0.143305997364223,0.611831108573824,0.621527957264334,-0.455538785550743
0.871424935292453,0.220032032113522,-0.984154312871397,-0.754257185850292,0.652666330803186
-0.855078733060509,0.85222634812817,0.673024118412286,-0.180163278710097,0.351991325151175
-0.242481118999422,-0.519753484521061,-0.246321641374379,0.855087290517986,0.798733818344772
0.0757298455573618,-0.456236332189292,-0.229502933565527,0.108416478615254,-0.406680373009294
-0.789899722672999,0.470007292926311,0.903061151038855,-0.971466771326959,-0.229071166366339
0.603375411126763,0.503091746009886,-0.0486515210941434,0.934730562381446,0.810699353925884
0.479283491615206,0.861183841712773,0.104187588673085,0.540131065063179,0.562352821230888
-0.895701973233372,-0.0745394504629076,0.869432650040835,-0.840095173567533,0.0851018354296684
-0.0356608536094427,0.721382353454828,0.72687251213938,-0.269160303287208,0.232560371980071
0.841035681311041,-0.375927160959691,-0.480171031318605,-0.0391469094902277,0.851472232025117
-0.916943142190576,-0.583921973127872,0.375399669166654,0.351521383970976,-0.394983129110187
-0.412016401998699,0.841654934454709,-0.104185507632792,0.572894501499832,-0.273529572412372
0.00170097453519702,-0.894526231568307,-0.56396744819358,0.620116114616394,0.921121900435537
0.219497870188206,-0.177689137868583,0.37247363012284,-0.842644992750138,-0.160847429186106
-0.471501900814474,-0.0873175696469843,0.918764050584286,-0.662171117961407,0.128479006234556
-0.153802780900151,-0.168279504869133,-0.481191038154066,-0.926534411963075,0.600952666252851
-0.266872767359018,0.340706903487444,-0.0624800161458552,-0.519715382251889,-0.0436100824736059
0.88501064479351,0.513808160088956,-0.357320884708315,0.824390363879502,0.743327065370977
-0.752552869729698,0.823302628938109,-0.670714370906353,-0.997273040469736,0.403174849227071
-0.859934641513973,0.63990417169407,0.429455450735986,-0.545399103779346,-0.743266723584384
0.928634075913578,-0.81270029488951,0.0563315027393401,-0.663474136497825,0.303267129696906
-0.114979783538729,-0.644187837373465,-0.530570639763027,-0.700474970042706,0.599016746506095
-0.259455239400268,0.284429160412401,-0.87113667698577,0.296194322407246,-0.519669697619975
-0.65951283974573,0.748565987683833,0.35152699239552,-0.0288549014367163,0.727990665938705
-0.891619141213596,0.184626700822264,0.612290723714978,0.386488638818264,-0.0424102856777608
0.315656138584018,-0.475135615561157,-0.769057529512793,-0.42066108668223,-0.340516768395901
0.15632383339107,0.767504528164864,0.384028842672706,0.957343319430947,0.990851231850684
0.974203527905047,-0.624621307477355,-0.956427542958409,-0.423747341148555,0.519084428902715
0.207584802992642,-0.0222660354338586,-0.277246582787484,0.0515290424227715,-0.057870086748153
